ID,Nombre,Tipo,Categoría,Subcategoría,Objetivo,Nivel,Tipo escalador,Equipo,Descripción,Series,Reps,Tiempo,TUT,Descanso,Intensidad,Frecuencia,Progresión,Regresión,Errores comunes,Precauciones,Señales detener,Riesgo,Tags,Fuente primaria,Fuente secundaria,URL fuente,Estado,Publicable app,Validación profesional,Notas
HB-P002,IntHangs / Repeaters 8 semanas,Protocolo,Hangboard / Fingerboard,Resistencia de fuerza,Resistencia de fuerza de dedos,Avanzado,General / deportiva / boulder avanzado,Hangboard con regleta ajustable,Bloque de 8 semanas de suspensiones intermitentes en regleta ajustable.,3–5 sets,4–5 repeticiones por set,10 s por repetición,40–50 s por set,5 s entre repeticiones; 1 min entre sets,Alta,2 sesiones/semana,Fase 1: 4 repeticiones de 10 s. Fase 2: 5 repeticiones si se usa 8 semanas. Ajustar profundidad para llegar a fallo o casi fallo en la última repetición del último set.,"Mayor regleta, menos repeticiones o más descanso","Usarlo con dolor, fatiga alta o deterioro de técnica",Alto riesgo por fatiga local y carga repetida en flexores de dedos. Requiere validación profesional,"Dolor, pérdida de contacto, balanceo, chicken wing, fallo técnico",Alto,"IntHangs, repeaters, resistencia de fuerza, hangboard",López-Rivera & González-Badillo 2019,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente deduplicación,Sí con bloqueo por perfil,Requiere validación profesional,Protocolo completo; relacionado con Repeaters FD/HB
HB-P003,MaxHangs + IntHangs,Protocolo,Hangboard / Fingerboard,Bloque combinado,Combinar fuerza máxima y resistencia,Avanzado,General / avanzada,"Hangboard, regleta, peso añadido o regleta ajustable",Bloque de 8 semanas: primeras 4 semanas MaxHangs con peso; siguientes 4 semanas IntHangs.,Según método MaxHangs e IntHangs,Según método MaxHangs e IntHangs,Según método,Según método,Según método,Alta / máxima,2 sesiones/semana,Alternar métodos en bloques más largos,Usar sólo uno de los métodos o reducir carga total,Combinar estímulos intensos sin control de carga,Alto riesgo por combinación de estímulos intensos. Requiere validación profesional,"Dolor, fatiga excesiva, deterioro técnico",Alto,"MaxHangs, IntHangs, bloque combinado, hangboard",López-Rivera & González-Badillo 2019,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente limpieza,Sólo educativo / requiere validación profesional,Requiere validación profesional,En el estudio tuvo menor mejora de resistencia que IntHangs o MaxHangs por separado
HB-P004,Fingerboard competitivo 4 semanas,Protocolo,Hangboard / Fingerboard,Fingerboard competitivo,Mejorar fuerza y resistencia de agarre en boulder,Avanzado / competición,Boulderistas avanzados / competitivos,"Fingerboard, barra, agarres variados","Bloque de 4 semanas con 3 sesiones por semana. Sesiones de 150 min con fingerboard y ejercicios asociados; incluye repeaters, hangs, Frenchies, lock-offs, uneven lock-offs y pyramid.",No especificado en la fuente como protocolo puro de dedos,"Incluye repeaters, hangs, Frenchies, lock-offs, uneven lock-offs, pyramid",Variable,No especificado en la fuente,Variable: 0–30 s entre hangs; no todo es sólo dedos,Alta,3 sesiones/semana,No especificado en la fuente,"Reducir volumen, separar ejercicios de tracción y dedos",Separarlo como protocolo puro de dedos sin considerar brazo/tracción,Alto riesgo; no separar como protocolo puro de dedos; incluye brazo/tracción. Requiere validación profesional,"Dolor, fatiga excesiva, pérdida de forma",Alto,"fingerboard, boulder competitivo, Frenchies, lock-offs",Medernach et al. 2015,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Incompleto,Sólo educativo / requiere fuente específica,Requiere validación profesional,No usar como receta directa para app; mezcla dedos y tracción
HB-P006,Método general Michailov,Método / protocolo,Hangboard / Fingerboard,Fuerza máxima e intramuscular,Fuerza máxima e intramuscular,Avanzado,General avanzado,Fingerboard con o sin peso,Suspensión en fingerboard con o sin peso; 6–8 repeticiones de 2–4 hasta 6–8 s.,6–8 repeticiones,6–8 repeticiones,2–4 hasta 6–8 s,No especificado en la fuente,2–3 min,Máxima / casi máxima,No especificado en la fuente,No especificado en la fuente,Reducir carga o usar agarre más fácil,Usarlo como programa completo sin contexto,"Alto riesgo; útil como referencia de método, no como programa completo. Requiere validación profesional","Dolor, fallo técnico, fatiga excesiva",Alto,"Michailov, fuerza máxima, intramuscular, fingerboard",Michailov,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente limpieza,Sólo educativo / requiere validación profesional,Requiere validación profesional,"Referencia de método, no programa completo"
HB-T001,Test 25 mm / 15 s,Test / filtro,Hangboard / Fingerboard,Preparación para hangboard,Decidir si alguien podría iniciar dead hangs,Intermedio,General,Hangboard,"Colgarse 15 s en regleta de 25 mm. Usar como filtro, no como diagnóstico.",1,1,15 s,15 s,No especificado en la fuente,Alta,Test puntual,No especificado en la fuente,Usar escalada como estímulo principal si no alcanza el criterio,Usarlo como diagnóstico o permiso absoluto,Alto riesgo; requiere validación profesional,Dolor o imposibilidad técnica,Alto,"test, 25 mm, readiness, hangboard",López-Rivera,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente deduplicación,Sí con advertencia,Requiere validación profesional,Duplicado de HB-006 / FD-006 / P-FD-001
HB-T002,Strength Test 15 mm + peso,Test,Hangboard / Fingerboard,Fuerza máxima dedos,Medir carga máxima añadida 5 s,Avanzado,Deportiva / avanzado,"Hangboard, lastre",5 s en 15 mm; subir 5–10 kg tras 5 min; máximo ideal en 5 intentos.,Hasta 5 intentos,1 hang por intento,5 s,5 s por intento,5 min entre intentos,Máxima,Test puntual,No especificado en la fuente,Menos peso o regleta mayor,Testear con dolor o en principiantes,Correlacionó con nivel de escalada en el estudio; bloquear si dolor o principiante. Requiere validación profesional,"Dolor, flexión, pérdida de contacto",Alto,"test fuerza máxima, 15 mm, lastre",López-Rivera & González-Badillo 2019,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente deduplicación,Sí con bloqueo por perfil,Requiere validación profesional,Fiabilidad/validez reportada en fuente: r = 0.51 con nivel de escalada; p \< 0.001
HB-T003,Endurance Test 11 mm,Test,Hangboard / Fingerboard,Resistencia de agarre,Medir tiempo hasta fallo,Avanzado,Deportiva / avanzado,Hangboard,Colgarse en 11 mm sin peso hasta fallo.,1,1 intento,Hasta fallo,Hasta fallo,No especificado en la fuente,Máxima,Test puntual,No especificado en la fuente,Usar regleta mayor,Usar en principiante o con dolor,Alto riesgo por regleta pequeña y fallo. Requiere validación profesional,"Dolor, pérdida de contacto, compensaciones",Alto,"test, resistencia, 11 mm, fallo",López-Rivera & González-Badillo 2019,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente limpieza,Sí con bloqueo por perfil,Requiere validación profesional,Fiabilidad/validez reportada en fuente: r = 0.62 con nivel de escalada; p = 0.001
HB-T004,DH crimp 19 mm,Test,Hangboard / Fingerboard,Fuerza / resistencia específica,Evaluar tiempo en crimp,Avanzado / competición,Boulderistas avanzados,Fingerboard,3 intentos; brazos rectos; mejor resultado.,3 intentos,1 por intento,Hasta fatiga,No especificado en la fuente,No especificado en la fuente,Máxima,Test puntual,No especificado en la fuente,Menos peso / regleta mayor,Full crimp si no está indicado,Alto riesgo; evitar full crimp si no está indicado. Requiere validación profesional,"Incapacidad de seguir colgado, dolor, pérdida de contacto",Alto,"DHcrimp, 19 mm, boulder, test",Medernach et al. 2015,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente limpieza,Sí con bloqueo por perfil,Requiere validación profesional,ICC 0.734 reportado para DHcrimp
HB-T005,DH sloper,Test,Hangboard / Fingerboard,Fuerza / resistencia específica,Evaluar romos,Avanzado / competición,Boulderistas avanzados,Fingerboard,3 intentos; brazos rectos; mejor resultado.,3 intentos,1 por intento,Hasta fatiga,No especificado en la fuente,No especificado en la fuente,Máxima,Test puntual,No especificado en la fuente,Menos peso / agarre más fácil,No controlar piel y hombros,Alto riesgo; controlar piel y hombros. Requiere validación profesional,"Incapacidad de seguir colgado, dolor, fatiga excesiva",Alto,"DHsloper, sloper, boulder, test",Medernach et al. 2015,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente limpieza,Sí con bloqueo por perfil,Requiere validación profesional,ICC 0.844 reportado para DHsloper
HB-T006,DH pinch,Test,Hangboard / Fingerboard,Fuerza / resistencia específica,Evaluar pinza,Avanzado / competición,Boulderistas avanzados,Fingerboard,3 intentos; brazos rectos; mejor resultado.,3 intentos,1 por intento,Hasta fatiga,No especificado en la fuente,No especificado en la fuente,Máxima,Test puntual,No especificado en la fuente,Menos peso / agarre más fácil,Usarlo sin cautela pese a menor fiabilidad,"Alto riesgo; fiabilidad menor, usar con cautela. Requiere validación profesional","Incapacidad de seguir colgado, dolor, fatiga excesiva",Alto,"DHpinch, pinch, boulder, test",Medernach et al. 2015,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente limpieza,Sí con bloqueo por perfil,Requiere validación profesional,ICC 0.501 reportado para DHpinch
HB-T007,Intermittent Finger Hangs 8:4,Test,Hangboard / Fingerboard,Resistencia intermitente,Medir resistencia tipo boulder,Avanzado / competición,Boulder competitivo,Fingerboard 30 mm,8 s colgado / 4 s descanso en 30 mm hasta fatiga.,1,Múltiples ciclos,8 s colgado / 4 s descanso,Hasta fatiga,4 s entre colgadas,Alta,Test puntual,No especificado en la fuente,Menos intensidad o detener antes de fatiga excesiva,Usarlo como test general sin perfil avanzado,"Alto riesgo; buen candidato para seguimiento avanzado, no general. Requiere validación profesional","Fatiga, dolor, pérdida de forma",Alto,"IFH, 8:4, boulder, resistencia intermitente",Medernach et al. 2015,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Pendiente limpieza,Sólo educativo / evaluación profesional,Requiere validación profesional,ICC 0.968 reportado para IFH
HB-F001,"Faltante: criterios exactos por grado, edad y sexo",Faltante / QA,Hangboard / Fingerboard,Personalización segura,"Identificar criterios exactos por grado, edad y sexo",No especificado en la fuente,General,No aplica,"La fuente indica que faltan criterios exactos por grado, edad y sexo para personalización segura en app.",No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,No aplica,No especificado en la fuente,No aplica,Asumir criterios no presentes,No inventar. Usar “No especificado en la fuente” cuando falte,No aplica,Medio,"faltante, criterios, edad, sexo, grado",HANGBOARD/FINGERBOARD,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Faltante,No publicar todavía,Requiere validación profesional,Prioridad alta
HB-F002,Faltante: progresiones para principiantes sin hangboard,Faltante / QA,Hangboard / Fingerboard,Evitar uso prematuro,Definir progresiones para principiantes sin hangboard,Principiante,Usuarios sin criterios mínimos,Muro / fuerza general,La fuente indica que faltan progresiones para principiantes sin hangboard.,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,Inventar progresiones sin fuente,No inventar progresiones; requiere fuente o validación profesional,Dolor o bajo nivel,Alto,"faltante, principiantes, progresiones, no hangboard",HANGBOARD/FINGERBOARD,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Faltante,No publicar todavía,Requiere validación profesional,Prioridad alta
HB-F003,Faltante: protocolos post-lesión validados,Faltante / QA,Hangboard / Fingerboard,Rehabilitación / retorno,Evitar autogestión de rehabilitación,Todos,Usuarios con lesión reciente,No aplica,La fuente indica que faltan protocolos post-lesión validados. Rehabilitación requiere fisioterapeuta.,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,Crear rehab autoguiada sin fuente,Requiere validación profesional,"Dolor persistente, inflamación, lesión reciente",Alto,"faltante, post-lesión, rehabilitación, fisioterapeuta",HANGBOARD/FINGERBOARD,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Faltante,No publicar todavía,Requiere validación profesional,Prioridad alta
HB-F004,Faltante: umbrales de dolor aceptable/no aceptable,Faltante / QA,Hangboard / Fingerboard,Seguridad de filtros,Definir criterios de bloqueo por dolor,Todos,Usuarios con dolor o molestias,No aplica,La fuente indica que faltan umbrales de dolor aceptable/no aceptable.,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,Definir umbrales sin fuente,Requiere validación profesional,Dolor durante o después de la sesión,Alto,"faltante, dolor, filtros, seguridad",HANGBOARD/FINGERBOARD,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Faltante,No publicar todavía,Requiere validación profesional,Prioridad alta
HB-F005,"Faltante: diferencias por agarre open hand, half crimp, full crimp",Faltante / QA,Hangboard / Fingerboard,Riesgo por posición de agarre,Distinguir riesgo distinto por posición,Todos,Usuarios de hangboard,Hangboard,"La fuente indica que faltan diferencias por agarre: open hand, half crimp, full crimp.",No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,Asumir mismo riesgo para todos los agarres,Requiere validación profesional,"Dolor, posición agresiva, full crimp",Alto,"faltante, agarres, open hand, half crimp, full crimp",HANGBOARD/FINGERBOARD,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Faltante,No publicar todavía,Requiere validación profesional,Prioridad alta
HB-F006,Faltante: dosis para menores de edad,Faltante / QA,Hangboard / Fingerboard,Menores / crecimiento,Evitar alto riesgo durante crecimiento,Menores,Menores de edad o en crecimiento,No aplica,La fuente indica que faltan dosis para menores de edad; alto riesgo durante crecimiento.,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,Crear dosis para menores sin fuente,Requiere validación profesional,"Menor de edad, crecimiento, dolor",Alto,"faltante, menores, crecimiento, dosis",HANGBOARD/FINGERBOARD,HANGBOARD/FINGERBOARD,https://docs.google.com/document/d/1c806-BohO6x0WL3IqQYWT\_K6Kh3vGlfvBetaqPiX4B0/edit?usp=drivesdk,Faltante,No publicar todavía,Requiere validación profesional,Prioridad alta
